"","user_id","country","gender","device_type","test_group","converted","total_spent"
"","1014718","FRA","F","A","B","Yes","26.9800"
"","1005204","MEX","F","I","B","Yes","10.5200"
"","1027740","USA","F","I","B","Yes","52.6900"
"","1011559","USA","F","A","B","Yes","39.5000"
"","1013188","USA","F","A","B","Yes","55.3000"
"","1016878","GBR","F","A","B","Yes","43.2500"
"","1020270","FRA","unknown","I","A","Yes","45.6700"
"","1049729","USA","F","A","B","Yes","122.7300"
"","1028578","unknown","F","A","A","Yes","250.1969"
"","1008347","USA","F","A","B","Yes","56.0100"
"","1041405","AUS","M","I","B","Yes","19.2300"
"","1011123","MEX","M","I","B","Yes","97.5800"
"","1001016","BRA","unknown","A","B","Yes","63.0100"
"","1016583","DEU","F","A","B","Yes","56.4200"
"","1027184","CAN","F","I","A","Yes","130.1900"
"","1005391","BRA","F","A","A","Yes","54.1100"
"","1011074","FRA","M","I","B","Yes","59.7400"
"","1001137","USA","M","I","B","Yes","101.7500"
"","1043464","BRA","F","A","B","Yes","44.8900"
"","1041401","CAN","unknown","I","A","Yes","30.6800"
"","1019871","BRA","F","I","A","Yes","60.0000"
"","1018134","BRA","F","I","A","Yes","20.8700"
"","1017681","BRA","M","A","B","Yes","7.3200"
"","1021915","MEX","unknown","I","B","Yes","95.7000"
"","1042424","USA","F","A","B","Yes","262.2900"
"","1035978","USA","F","A","B","Yes","14.0700"
"","1024481","USA","M","A","B","Yes","70.0200"
"","1039543","CAN","M","A","B","Yes","105.5500"
"","1009458","MEX","unknown","I","B","Yes","72.7800"
"","1010765","DEU","M","A","B","Yes","37.9500"
"","1018945","USA","F","I","B","Yes","67.7700"
"","1016952","TUR","M","A","A","Yes","84.6500"
"","1010915","FRA","F","I","B","Yes","91.4900"
"","1045618","ESP","F","I","A","Yes","124.8600"
"","1023992","USA","F","A","A","Yes","24.7000"
"","1011027","DEU","F","A","B","Yes","13.8100"
"","1022845","MEX","F","I","A","Yes","67.0200"
"","1004090","USA","unknown","I","B","Yes","51.5870"
"","1031273","TUR","F","A","B","Yes","38.1000"
"","1037457","USA","F","A","A","Yes","107.4200"
"","1028876","USA","F","A","B","Yes","28.5100"
"","1029630","AUS","F","A","A","Yes","52.5600"
"","1047741","DEU","F","A","B","Yes","48.3011"
"","1005084","USA","M","I","A","Yes","147.6300"
"","1017270","BRA","unknown","I","B","Yes","17.5100"
"","1028226","USA","M","A","B","Yes","50.2400"
"","1020808","USA","unknown","I","B","Yes","23.5100"
"","1012338","USA","unknown","I","A","Yes","97.4800"
"","1043307","FRA","F","I","A","Yes","45.9200"
"","1019665","CAN","M","A","A","Yes","17.9300"
"","1049698","DEU","unknown","I","B","Yes","92.1900"
"","1024704","TUR","M","I","B","Yes","101.1600"
"","1020620","USA","F","I","A","Yes","30.1500"
"","1006403","USA","unknown","I","B","Yes","62.2700"
"","1045080","USA","F","I","A","Yes","61.6800"
"","1016124","ESP","F","A","B","Yes","110.6647"
"","1002061","DEU","M","A","B","Yes","67.9500"
"","1042741","USA","unknown","A","B","Yes","127.5500"
"","1003875","USA","unknown","I","B","Yes","233.2500"
"","1019021","USA","unknown","A","B","Yes","44.6800"
"","1024063","TUR","F","A","A","Yes","117.2300"
"","1007552","USA","unknown","A","B","Yes","91.2400"
"","1028295","MEX","M","I","A","Yes","234.4091"
"","1021339","ESP","F","A","B","Yes","52.6900"
"","1049589","BRA","unknown","A","B","Yes","63.1900"
"","1031637","USA","F","I","A","Yes","88.7500"
"","1026371","USA","M","I","A","Yes","76.2100"
"","1026505","MEX","F","A","A","Yes","14.2500"
"","1031692","FRA","F","I","A","Yes","96.0000"
"","1019139","CAN","F","I","B","Yes","198.6000"
"","1045960","TUR","F","I","A","Yes","77.9000"
"","1011227","USA","M","A","B","Yes","19.7200"
"","1011140","GBR","O","A","A","Yes","291.9000"
"","1014376","USA","F","A","A","Yes","35.1100"
"","1040761","TUR","M","A","B","Yes","50.0500"
"","1040687","CAN","F","A","A","Yes","94.1100"
"","1027928","DEU","F","I","B","Yes","62.8500"
"","1011418","FRA","F","A","B","Yes","63.3300"
"","1026041","USA","F","A","A","Yes","88.2600"
"","1005100","BRA","F","I","B","Yes","71.9700"
"","1019859","ESP","M","I","A","Yes","45.5500"
"","1044858","USA","F","A","B","Yes","33.9900"
"","1018405","MEX","F","A","A","Yes","49.9100"
"","1009482","FRA","F","I","A","Yes","41.2600"
"","1020154","BRA","F","A","A","Yes","63.9200"
"","1016262","DEU","F","A","B","Yes","119.8507"
"","1015896","USA","M","A","B","Yes","152.4000"
"","1025802","BRA","F","I","A","Yes","55.9500"
"","1004133","TUR","F","A","B","Yes","190.3700"
"","1043953","USA","F","I","B","Yes","72.0600"
"","1044235","USA","M","A","B","Yes","37.1400"
"","1008085","USA","M","A","A","Yes","1266.8000"
"","1006224","MEX","F","A","B","Yes","59.9700"
"","1035069","MEX","F","A","A","Yes","111.2500"
"","1036867","BRA","M","A","B","Yes","90.9900"
"","1043319","AUS","unknown","A","B","Yes","37.7600"
"","1013330","MEX","unknown","A","B","Yes","89.1200"
"","1009783","USA","M","A","B","Yes","39.2400"
"","1005294","DEU","F","A","A","Yes","46.1400"
"","1004774","USA","F","A","B","Yes","63.5900"
"","1043746","DEU","F","I","A","Yes","74.0500"
"","1003206","USA","F","A","A","Yes","50.0300"
"","1007502","DEU","F","A","A","Yes","156.7300"
"","1014890","BRA","unknown","A","B","Yes","66.8000"
"","1001993","DEU","M","I","B","Yes","58.6600"
"","1009065","DEU","F","A","A","Yes","102.5700"
"","1031763","MEX","unknown","A","A","Yes","105.7000"
"","1000546","FRA","F","A","A","Yes","61.1200"
"","1043951","DEU","O","I","B","Yes","18.4000"
"","1038758","USA","M","A","A","Yes","26.2800"
"","1034863","GBR","F","I","A","Yes","49.1700"
"","1030673","MEX","F","I","A","Yes","72.9100"
"","1011605","USA","F","A","A","Yes","28.4700"
"","1012163","BRA","F","A","A","Yes","26.0200"
"","1040565","BRA","F","A","A","Yes","40.3700"
"","1046774","USA","M","I","B","Yes","67.4900"
"","1002988","USA","F","I","A","Yes","171.6165"
"","1042672","BRA","F","A","A","Yes","18.1000"
"","1020052","DEU","M","I","B","Yes","15.8200"
"","1044190","BRA","M","I","B","Yes","66.2695"
"","1017069","USA","M","I","B","Yes","27.1800"
"","1014480","TUR","F","I","A","Yes","105.5000"
"","1015130","USA","M","A","A","Yes","113.6700"
"","1020962","USA","F","I","B","Yes","65.3900"
"","1006365","USA","F","A","A","Yes","33.8300"
"","1005593","GBR","F","I","B","Yes","114.1500"
"","1041865","USA","unknown","I","B","Yes","125.4600"
"","1036125","BRA","F","I","A","Yes","126.8100"
"","1005432","BRA","F","A","A","Yes","65.3600"
"","1011720","TUR","F","I","A","Yes","72.3500"
"","1013758","USA","M","A","B","Yes","163.0600"
"","1048742","BRA","M","A","B","Yes","54.6700"
"","1008948","FRA","F","I","B","Yes","19.9800"
"","1009254","USA","F","I","B","Yes","125.9000"
"","1016122","TUR","unknown","I","A","Yes","13.1700"
"","1005021","BRA","F","I","A","Yes","53.2100"
"","1010514","USA","M","A","B","Yes","58.1600"
"","1025297","USA","M","I","B","Yes","30.5900"
"","1022467","CAN","M","A","A","Yes","193.8500"
"","1018908","USA","F","I","B","Yes","24.7300"
"","1013084","TUR","unknown","I","B","Yes","102.9800"
"","1016009","USA","F","A","B","Yes","40.5690"
"","1028061","USA","unknown","I","A","Yes","90.0853"
"","1020563","MEX","F","I","A","Yes","90.4700"
"","1036849","USA","F","A","A","Yes","57.3500"
"","1044718","TUR","F","A","A","Yes","21.7900"
"","1020183","BRA","F","A","A","Yes","92.9800"
"","1032680","USA","M","A","A","Yes","58.7900"
"","1033604","USA","M","A","A","Yes","147.0001"
"","1000930","DEU","F","A","A","Yes","114.5600"
"","1027244","USA","F","I","A","Yes","123.1100"
"","1041762","CAN","F","A","B","Yes","87.8900"
"","1023296","MEX","F","A","A","Yes","56.8900"
"","1028970","USA","unknown","A","A","Yes","46.1738"
"","1049473","USA","M","A","B","Yes","142.5900"
"","1046450","MEX","F","I","B","Yes","120.6800"
"","1029874","DEU","F","I","B","Yes","35.9800"
"","1027792","TUR","unknown","I","B","Yes","42.1700"
"","1026338","DEU","M","A","A","Yes","76.0500"
"","1002056","USA","F","A","A","Yes","55.4800"
"","1028967","BRA","F","I","B","Yes","57.3400"
"","1032249","unknown","M","I","A","Yes","88.5000"
"","1037204","USA","M","I","B","Yes","39.9400"
"","1003148","BRA","M","I","B","Yes","182.7100"
"","1047007","USA","F","I","B","Yes","99.1296"
"","1035194","USA","F","A","A","Yes","126.8600"
"","1047241","USA","F","A","A","Yes","99.1300"
"","1039797","GBR","F","A","B","Yes","97.4900"
"","1031597","USA","unknown","I","A","Yes","36.0100"
"","1030458","BRA","unknown","I","B","Yes","40.9700"
"","1009816","DEU","M","I","B","Yes","31.4800"
"","1002223","DEU","unknown","A","A","Yes","41.4500"
"","1004042","DEU","F","A","B","Yes","56.6200"
"","1000162","BRA","M","A","A","Yes","52.9200"
"","1011526","USA","M","A","B","Yes","47.7200"
"","1010330","USA","F","I","A","Yes","39.9200"
"","1004076","FRA","F","I","A","Yes","97.6762"
"","1040319","TUR","unknown","A","A","Yes","83.8500"
"","1030836","USA","F","A","A","Yes","126.3000"
"","1013670","USA","M","I","B","Yes","46.0600"
"","1039161","USA","F","I","A","Yes","31.0800"
"","1012391","USA","unknown","I","A","Yes","45.8700"
"","1012282","BRA","F","I","A","Yes","38.2300"
"","1030680","USA","F","A","A","Yes","15.8600"
"","1012689","BRA","F","A","B","Yes","42.3100"
"","1020689","BRA","F","I","A","Yes","32.2800"
"","1022629","CAN","F","A","B","Yes","63.6800"
"","1024197","USA","M","A","B","Yes","28.1500"
"","1023317","ESP","M","I","B","Yes","30.1158"
"","1029768","MEX","M","I","A","Yes","28.9000"
"","1014963","ESP","F","A","A","Yes","70.0800"
"","1019618","ESP","O","I","B","Yes","211.7800"
"","1016821","TUR","unknown","I","A","Yes","82.9300"
"","1007932","DEU","F","I","B","Yes","36.3400"
"","1048571","BRA","M","I","B","Yes","20.7700"
"","1045871","USA","M","A","B","Yes","18.3900"
"","1022166","BRA","O","A","B","Yes","103.0800"
"","1028308","MEX","M","I","A","Yes","145.6900"
"","1022805","GBR","M","I","B","Yes","1546.3000"
"","1010503","BRA","M","I","A","Yes","31.3900"
"","1008724","USA","M","A","A","Yes","89.3100"
"","1022033","BRA","F","A","A","Yes","229.7000"
"","1035887","MEX","unknown","A","A","Yes","73.2500"
"","1008271","USA","F","A","B","Yes","50.4100"
"","1025911","USA","M","I","A","Yes","37.4100"
"","1029326","USA","unknown","A","B","Yes","122.5800"
"","1048515","BRA","M","I","B","Yes","131.6500"
"","1026777","MEX","M","A","B","Yes","48.5200"
"","1023705","MEX","F","A","A","Yes","46.8083"
"","1022421","ESP","M","I","B","Yes","39.2800"
"","1043758","AUS","M","I","B","Yes","24.6000"
"","1013156","USA","F","A","B","Yes","48.7200"
"","1013951","USA","M","A","A","Yes","53.4500"
"","1043648","MEX","F","I","A","Yes","82.5700"
"","1024931","GBR","F","A","A","Yes","53.1900"
"","1008885","CAN","F","A","B","Yes","152.4100"
"","1010490","USA","M","I","B","Yes","65.6800"
"","1024505","USA","M","I","B","Yes","17.9700"
"","1047082","GBR","F","I","A","Yes","60.9400"
"","1046286","BRA","unknown","I","A","Yes","18.0500"
"","1041210","ESP","F","I","A","Yes","151.3000"
"","1003452","BRA","F","I","A","Yes","46.6200"
"","1023449","USA","F","A","A","Yes","105.2100"
"","1031836","USA","unknown","A","B","Yes","9.1400"
"","1036842","USA","F","A","B","Yes","52.9600"
"","1047003","USA","F","A","B","Yes","94.0700"
"","1042322","AUS","F","I","A","Yes","46.8200"
"","1039715","BRA","F","A","B","Yes","36.7100"
"","1011760","BRA","F","A","B","Yes","35.7200"
"","1040626","USA","M","I","A","Yes","42.5600"
"","1012276","USA","F","I","A","Yes","54.7400"
"","1025044","MEX","F","I","B","Yes","106.3000"
"","1012178","MEX","F","I","B","Yes","104.8500"
"","1045128","USA","F","A","B","Yes","20.8700"
"","1011738","MEX","unknown","I","B","Yes","53.8900"
"","1033211","USA","F","A","B","Yes","69.8700"
"","1037488","USA","F","A","B","Yes","52.3200"
"","1029937","USA","F","I","B","Yes","92.0900"
"","1045345","USA","M","A","A","Yes","78.9000"
"","1047053","BRA","F","I","B","Yes","31.3900"
"","1037419","USA","M","I","B","Yes","36.4300"
"","1018736","unknown","unknown","A","A","Yes","72.7200"
"","1034831","USA","F","A","B","Yes","121.5200"
"","1044585","BRA","M","A","B","Yes","54.7500"
"","1024658","CAN","O","I","A","Yes","35.5600"
"","1024287","USA","M","I","A","Yes","75.5000"
"","1010980","USA","F","A","B","Yes","17.7400"
"","1026574","USA","F","A","A","Yes","89.7000"
"","1000123","DEU","unknown","I","B","Yes","100.7400"
"","1047793","USA","M","A","B","Yes","30.5100"
"","1039331","ESP","F","I","A","Yes","18.0000"
"","1009142","USA","F","A","B","Yes","12.9800"
"","1001091","CAN","M","I","A","Yes","47.7800"
"","1038789","FRA","M","I","A","Yes","37.0600"
"","1024005","USA","F","A","A","Yes","105.6400"
"","1019388","TUR","F","A","B","Yes","43.0700"
"","1019210","BRA","F","I","A","Yes","208.7300"
"","1015292","USA","M","A","A","Yes","14.0200"
"","1038233","USA","unknown","A","B","Yes","47.5900"
"","1029444","MEX","F","I","B","Yes","35.1800"
"","1003221","FRA","M","I","B","Yes","73.9700"
"","1034844","USA","F","I","A","Yes","28.5200"
"","1047771","USA","M","A","A","Yes","86.6000"
"","1017303","BRA","F","A","B","Yes","59.7900"
"","1045456","DEU","M","I","B","Yes","93.1600"
"","1009447","BRA","F","A","A","Yes","89.5900"
"","1021442","BRA","F","A","B","Yes","34.3500"
"","1043302","USA","F","I","B","Yes","75.0000"
"","1014323","USA","F","A","A","Yes","103.4400"
"","1002807","MEX","unknown","A","A","Yes","178.8800"
"","1013416","BRA","F","I","A","Yes","100.1700"
"","1017791","USA","M","A","B","Yes","59.7773"
"","1001723","BRA","unknown","A","B","Yes","58.3400"
"","1039244","USA","M","I","B","Yes","48.8600"
"","1043748","TUR","M","I","A","Yes","30.0200"
"","1022082","BRA","F","A","A","Yes","116.2800"
"","1002664","USA","F","I","A","Yes","116.6284"
"","1031928","MEX","M","I","A","Yes","86.5600"
"","1030615","FRA","unknown","I","B","Yes","29.7000"
"","1043963","FRA","M","A","B","Yes","55.4400"
"","1027602","GBR","F","I","B","Yes","103.2300"
"","1035052","DEU","F","I","B","Yes","248.9700"
"","1001200","AUS","F","A","B","Yes","24.4700"
"","1046454","CAN","M","I","B","Yes","50.2900"
"","1038341","USA","M","I","A","Yes","72.8900"
"","1007930","USA","M","A","B","Yes","81.6600"
"","1010292","BRA","F","A","B","Yes","37.0300"
"","1026801","USA","F","I","A","Yes","57.1800"
"","1008198","BRA","unknown","A","B","Yes","771.9000"
"","1006370","USA","unknown","A","B","Yes","67.6200"
"","1034864","MEX","unknown","I","A","Yes","107.5300"
"","1024924","CAN","M","I","A","Yes","38.8500"
"","1038336","MEX","F","I","B","Yes","77.6300"
"","1023930","FRA","unknown","I","B","Yes","109.7800"
"","1029147","MEX","unknown","A","B","Yes","138.2700"
"","1004849","BRA","F","I","B","Yes","12.5800"
"","1040722","GBR","F","A","B","Yes","62.0910"
"","1048273","FRA","F","A","A","Yes","118.9900"
"","1013793","FRA","F","I","A","Yes","5.4200"
"","1044804","CAN","M","A","B","Yes","53.6500"
"","1043685","USA","F","A","A","Yes","68.0700"
"","1022039","ESP","unknown","A","A","Yes","83.2000"
"","1042936","USA","F","I","A","Yes","151.7500"
"","1034464","USA","unknown","I","B","Yes","115.6100"
"","1036673","CAN","F","A","B","Yes","36.9600"
"","1045250","USA","M","A","A","Yes","176.8600"
"","1005793","BRA","M","I","B","Yes","56.7300"
"","1001685","FRA","M","A","B","Yes","83.3700"
"","1001531","USA","unknown","I","B","Yes","45.8900"
"","1041500","CAN","F","I","A","Yes","78.8600"
"","1014428","DEU","F","I","A","Yes","39.2411"
"","1031596","TUR","unknown","I","A","Yes","122.8500"
"","1000261","TUR","F","A","A","Yes","205.9800"
"","1043895","DEU","M","I","A","Yes","49.1300"
"","1030790","USA","F","A","B","Yes","35.2900"
"","1030470","CAN","M","I","A","Yes","72.8300"
"","1019301","DEU","F","I","A","Yes","61.0600"
"","1015800","MEX","F","A","A","Yes","35.9000"
"","1026222","BRA","M","I","B","Yes","62.5400"
"","1015771","TUR","F","I","A","Yes","47.2500"
"","1032604","MEX","F","I","A","Yes","159.0200"
"","1027728","AUS","F","I","B","Yes","71.1700"
"","1009245","USA","M","I","B","Yes","16.0300"
"","1038825","USA","M","A","A","Yes","95.5579"
"","1002509","GBR","unknown","I","A","Yes","46.5500"
"","1016039","DEU","M","I","B","Yes","38.9700"
"","1011339","DEU","F","A","B","Yes","201.6577"
"","1035057","TUR","unknown","I","B","Yes","14.2000"
"","1003595","BRA","M","I","B","Yes","18.1100"
"","1019755","BRA","F","A","B","Yes","84.3700"
"","1049659","USA","unknown","I","A","Yes","447.6000"
"","1028576","FRA","F","A","A","Yes","94.3600"
"","1039816","DEU","M","I","A","Yes","111.6600"
"","1030904","BRA","M","A","B","Yes","42.9800"
"","1004782","USA","M","A","A","Yes","145.6000"
"","1025432","FRA","M","I","A","Yes","53.1000"
"","1016286","BRA","unknown","A","B","Yes","48.2129"
"","1046243","USA","F","A","A","Yes","62.1800"
"","1027529","CAN","F","I","B","Yes","69.5200"
"","1023462","BRA","F","A","B","Yes","59.8100"
"","1006030","DEU","F","A","B","Yes","55.9900"
"","1005931","BRA","F","A","A","Yes","68.3100"
"","1033518","DEU","F","A","B","Yes","48.4100"
"","1044694","BRA","unknown","A","B","Yes","190.9100"
"","1020082","unknown","M","A","B","Yes","80.6200"
"","1034638","USA","M","A","A","Yes","111.7600"
"","1001827","USA","F","I","B","Yes","122.4800"
"","1015915","FRA","F","I","A","Yes","20.1300"
"","1041838","BRA","F","I","A","Yes","132.6395"
"","1016311","BRA","M","I","B","Yes","46.7000"
"","1034129","BRA","M","A","B","Yes","26.1100"
"","1018480","USA","F","A","B","Yes","72.3200"
"","1035860","MEX","unknown","I","B","Yes","43.0000"
"","1033838","AUS","unknown","A","B","Yes","46.1200"
"","1012655","MEX","F","A","B","Yes","39.7500"
"","1027570","USA","unknown","A","A","Yes","83.8000"
"","1046431","USA","F","A","B","Yes","52.4800"
"","1026380","DEU","F","I","A","Yes","106.1400"
"","1028782","USA","M","I","B","Yes","17.3800"
"","1038282","USA","M","A","B","Yes","176.8600"
"","1049891","BRA","F","A","B","Yes","47.1400"
"","1035771","BRA","F","I","A","Yes","39.3092"
"","1012350","AUS","M","I","A","Yes","82.3700"
"","1028034","DEU","F","I","A","Yes","43.4033"
"","1032589","CAN","F","A","B","Yes","15.6100"
"","1042972","BRA","F","I","A","Yes","14.6000"
"","1040522","BRA","F","A","A","Yes","116.7189"
"","1045048","BRA","unknown","A","A","Yes","40.6300"
"","1018325","USA","M","I","B","Yes","54.8400"
"","1048698","GBR","F","I","A","Yes","43.3900"
"","1031028","GBR","M","I","B","Yes","49.0100"
"","1047196","DEU","unknown","I","A","Yes","98.6600"
"","1020140","USA","F","A","A","Yes","69.6476"
"","1040335","MEX","M","I","A","Yes","97.6700"
"","1031608","USA","M","A","B","Yes","77.2800"
"","1005045","FRA","F","A","B","Yes","119.7200"
"","1035953","FRA","F","I","B","Yes","104.7000"
"","1013686","CAN","M","I","B","Yes","99.8700"
"","1027543","DEU","F","A","B","Yes","116.4000"
"","1016741","BRA","F","I","A","Yes","15.3500"
"","1027467","MEX","F","I","A","Yes","73.1300"
"","1016801","BRA","F","I","B","Yes","25.3800"
"","1029501","USA","F","I","A","Yes","51.9400"
"","1041473","GBR","F","I","A","Yes","65.8886"
"","1041343","ESP","F","I","B","Yes","228.2000"
"","1002550","BRA","M","I","B","Yes","125.8300"
"","1037144","ESP","F","A","A","Yes","90.6300"
"","1018884","MEX","F","I","B","Yes","91.9600"
"","1043919","MEX","O","A","A","Yes","146.8600"
"","1008075","GBR","F","I","A","Yes","84.7100"
"","1040660","USA","M","A","A","Yes","85.8800"
"","1004202","USA","M","I","A","Yes","67.1200"
"","1024874","TUR","M","A","B","Yes","48.8600"
"","1046442","USA","F","A","A","Yes","51.6300"
"","1035574","DEU","M","I","B","Yes","39.3000"
"","1019002","BRA","F","A","A","Yes","140.0325"
"","1049415","USA","F","I","B","Yes","53.1400"
"","1033983","USA","M","A","B","Yes","18.4900"
"","1046638","GBR","F","A","B","Yes","86.9000"
"","1023923","DEU","M","I","A","Yes","26.4000"
"","1024951","USA","M","I","B","Yes","38.7300"
"","1011665","BRA","M","I","A","Yes","52.1100"
"","1047400","BRA","unknown","I","B","Yes","27.6300"
"","1011628","CAN","unknown","I","B","Yes","39.3200"
"","1045065","MEX","M","A","B","Yes","48.4300"
"","1040145","CAN","O","I","B","Yes","138.3900"
"","1036182","TUR","F","A","A","Yes","132.0000"
"","1040824","ESP","F","I","B","Yes","39.5100"
"","1046056","FRA","F","A","B","Yes","36.3500"
"","1008965","USA","unknown","I","B","Yes","149.4110"
"","1001541","USA","M","A","B","Yes","79.9800"
"","1004902","GBR","M","I","B","Yes","35.8600"
"","1008954","GBR","M","A","A","Yes","50.5300"
"","1000454","USA","M","I","B","Yes","39.0900"
"","1039195","BRA","F","I","B","Yes","9.5000"
"","1018396","AUS","F","A","A","Yes","83.3800"
"","1004930","CAN","M","I","A","Yes","21.3600"
"","1016532","USA","F","A","B","Yes","111.4300"
"","1041862","TUR","unknown","A","B","Yes","31.8600"
"","1045016","USA","F","A","B","Yes","48.6500"
"","1021288","USA","M","A","B","Yes","36.7100"
"","1007619","FRA","F","A","B","Yes","104.6508"
"","1033448","USA","F","I","A","Yes","40.2400"
"","1003697","BRA","unknown","I","A","Yes","85.5200"
"","1001248","BRA","M","I","B","Yes","48.6000"
"","1041568","BRA","F","I","B","Yes","50.7000"
"","1042411","USA","F","I","B","Yes","162.8600"
"","1017759","DEU","F","A","B","Yes","36.8900"
"","1019278","USA","M","I","A","Yes","59.5700"
"","1026836","USA","unknown","A","B","Yes","33.8254"
"","1027401","USA","F","I","B","Yes","425.9000"
"","1038098","MEX","F","A","B","Yes","579.1000"
"","1006869","FRA","M","I","B","Yes","29.3300"
"","1038528","CAN","F","A","B","Yes","89.3900"
"","1041459","TUR","M","I","B","Yes","69.4800"
"","1002779","BRA","F","I","B","Yes","27.6400"
"","1045615","GBR","F","I","A","Yes","195.8034"
"","1044463","MEX","M","I","A","Yes","27.6400"
"","1017895","BRA","F","A","B","Yes","34.1300"
"","1041527","DEU","unknown","A","A","Yes","50.0500"
"","1014949","BRA","unknown","I","A","Yes","190.7700"
"","1026189","USA","F","I","B","Yes","53.9700"
"","1003280","TUR","M","I","A","Yes","8.3300"
"","1022466","ESP","F","I","B","Yes","14.1000"
"","1040840","TUR","unknown","I","B","Yes","92.3800"
"","1006499","USA","F","I","B","Yes","36.4300"
"","1045519","USA","unknown","A","B","Yes","21.7500"
"","1017467","MEX","F","A","B","Yes","30.8559"
"","1023121","ESP","unknown","I","A","Yes","118.1800"
"","1035619","MEX","F","I","A","Yes","50.9000"
"","1022210","GBR","M","I","B","Yes","30.6500"
"","1016402","GBR","F","A","B","Yes","65.2500"
"","1040570","USA","M","A","B","Yes","85.9400"
"","1002794","MEX","unknown","A","B","Yes","17.1700"
"","1010347","USA","F","A","A","Yes","134.4200"
"","1015449","USA","unknown","I","A","Yes","28.1000"
"","1040548","CAN","unknown","A","B","Yes","71.6100"
"","1008229","USA","F","A","A","Yes","77.0600"
"","1033734","USA","F","A","B","Yes","66.8600"
"","1048156","unknown","F","A","A","Yes","55.2400"
"","1034447","USA","F","I","B","Yes","45.1500"
"","1007388","TUR","F","A","B","Yes","15.0700"
"","1001656","FRA","F","A","B","Yes","42.0800"
"","1030971","GBR","F","A","A","Yes","75.5900"
"","1019403","USA","unknown","I","A","Yes","16.7200"
"","1015415","USA","F","I","B","Yes","66.1500"
"","1012567","BRA","M","A","A","Yes","148.6000"
"","1001052","CAN","F","I","A","Yes","47.8600"
"","1048857","USA","O","A","A","Yes","109.6700"
"","1036737","DEU","F","A","A","Yes","47.3300"
"","1007625","USA","F","I","A","Yes","103.3817"
"","1015705","BRA","M","A","B","Yes","142.7000"
"","1024055","USA","M","I","A","Yes","116.0800"
"","1033496","DEU","M","A","B","Yes","38.9700"
"","1001185","FRA","M","A","B","Yes","17.1867"
"","1032466","BRA","F","I","A","Yes","128.1000"
"","1030334","USA","M","I","A","Yes","78.6000"
"","1030624","TUR","M","I","B","Yes","6.3500"
"","1017184","USA","F","I","A","Yes","111.0500"
